(BH_Max),Anisotropy Constant K1,Anisotropy Constant K2,Anisotropy_Energy,Anisotropy_Field,Coercivity,Crystal_Structure,Curie(TC),Curie_Weiss,DOI,Experimental,Intrinsic Coercivity,Lattice_Parameter,Lattice_Structure,Magnet_type,Magnetic_type,Material_Density,Material_Name,Material_Type,Neel(TN),Remanence_Magnetization,Saturation_Magnetization,Space_Group,Substrate,Thickness
,,,,,"{'Value': '12.00', 'Units': 'Gauss', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.mseb.2024.117490,true,,"{'a': '8.3522', 'b': '8.3522', 'c': '8.3522'}",Cubic,Soft,Ferromagnetic,2.98 g/cm^3,NiFe2O4,Bulk,,"{'Value': '2.77E-3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '3.302E-3', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '12.81', 'Units': 'Gauss', 'Temperature': 'NA'}",Cubic Spinel,636.66 °C,,10.1016/j.mseb.2024.117490,true,,"{'a': '8.3494', 'b': '8.3494', 'c': '8.3494'}",Cubic,Soft,Ferromagnetic,5.51 g/cm^3,Li0.1Ni0.9Fe2O4,Bulk,,"{'Value': '29.58E-3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '10.439E-3', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '12.73', 'Units': 'Gauss', 'Temperature': 'NA'}",Cubic Spinel,622.26 °C,,10.1016/j.mseb.2024.117490,true,,"{'a': '8.3336', 'b': '8.3336', 'c': '8.3336'}",Cubic,Soft,Ferromagnetic,4.29 g/cm^3,Li0.2Ni0.8Fe2O4,Bulk,,"{'Value': '18.08E-3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '6.707E-3', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '17.28', 'Units': 'Gauss', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.mseb.2024.117490,true,,"{'a': '8.3424', 'b': '8.3424', 'c': '8.3424'}",Cubic,Soft,Ferromagnetic,5.52 g/cm^3,Bi0.1Ni0.9Fe2O4,Bulk,,"{'Value': '23.95E-3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '5.925E-3', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '17.75', 'Units': 'Gauss', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.mseb.2024.117490,true,,"{'a': '8.3381', 'b': '8.3381', 'c': '8.3381'}",Cubic,Soft,Ferromagnetic,5.40 g/cm^3,Bi0.2Ni0.8Fe2O4,Bulk,,"{'Value': '15.32E-3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '4.838E-3', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '255', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Hexagonal,,,10.1016/j.physb.2016.04.037,true,,,,Soft,Ferrimagnetic,,Ba2Co2-xZnxFe12O22,Bulk,,"{'Value': '14.3', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '31.1', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '95', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Hexagonal,,,10.1016/j.physb.2016.04.037,true,,,,Soft,Ferrimagnetic,,Ba2Co2-xZnxFe12O22,Bulk,,"{'Value': '10.0', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '38.5', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '45', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Hexagonal,,,10.1016/j.physb.2016.04.037,true,,,,Soft,Ferrimagnetic,,Ba2Co2-xZnxFe12O22,Bulk,,"{'Value': '5.0', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '35.2', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '3200', 'Units': 'Oe', 'Temperature': '10 K'}",Tetragonal,122 K,,10.1016/j.ceramint.2023.11.241,true,,,,Soft,Ferromagnetic,,CuCr2O4,Bulk,,,,I41/amd,,
,,,,,,Cubic,200 K,,10.1016/j.ceramint.2023.11.241,true,,,,Soft,Ferromagnetic,,CuCr1.5Fe0.5O4,Bulk,,,,Fd-3m,,
,,,,,,Cubic,300 K,,10.1016/j.ceramint.2023.11.241,true,,,,Soft,Ferromagnetic,,CuCr1.0Fe1.0O4,Bulk,,,,Fd-3m,,
,,,,,,Cubic,300 K,,10.1016/j.ceramint.2023.11.241,true,,,,Soft,Ferromagnetic,,CuCr0.5Fe1.5O4,Bulk,,,,Fd-3m,,
,,,,,"{'Value': '0', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.ceramint.2019.07.081,true,,"{'a': '8.378', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.301 g/cm^3,CoFe2O4,Bulk,,,"{'Value': '53', 'Units': 'emu/gr', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '0', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.ceramint.2019.07.081,true,,"{'a': '8.341', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.367 g/cm^3,NiFe2O4,Bulk,,,"{'Value': '6.5', 'Units': 'emu/gr', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '0', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.ceramint.2019.07.081,true,,"{'a': '8.374', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.308 g/cm^3,Co0.75Ni0.25Fe2O4,Bulk,,,"{'Value': '30', 'Units': 'emu/gr', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '0', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.ceramint.2019.07.081,true,,"{'a': '8.355', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,5.341 g/cm^3,Co0.25Ni0.75Fe2O4,Bulk,,,"{'Value': '8', 'Units': 'emu/gr', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '4552', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Hexagonal,,,10.1016/j.rinp.2021.103903,true,,"{'a': '5.8974', 'b': 'NA', 'c': '23.2240'}",,Hard,Ferromagnetic,,Barium Hexaferrite,Bulk,,"{'Value': '29.23', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '58.98', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '751', 'Units': 'G', 'Temperature': 'NA'}",Cubic spinel,,,10.1016/j.jmmm.2014.05.036,true,,"{'a': '8.3883', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Mo-substituted cobalt ferrite,Bulk,,"{'Value': '33.4', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '67.134', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '1199', 'Units': 'G', 'Temperature': 'NA'}",Cubic spinel,,,10.1016/j.jmmm.2014.05.036,true,,"{'a': '8.3866', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Mo-substituted cobalt ferrite,Bulk,,"{'Value': '22.1', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '45.062', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,"{'Value': '150', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",FCC and BCC,,,10.1016/j.jallcom.2018.09.204,true,,,,Semi-Hard,Ferromagnetic,,FeCoNiMnV,Bulk,,,"{'Value': '100', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '31', 'Units': 'mT', 'Temperature': '5 K'}",Face centered cubic,,,10.1016/j.mtcomm.2021.103120,true,,"{'a': '3.534', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Ni0.89Fe0.11,Bulk,,,"{'Value': '41.7', 'Units': 'Am^2/kg', 'Temperature': '5 K'}",,,
,,,,,,Cubic Spinel,,,10.1016/j.mtcomm.2024.108924,true,,"{'a': '8.3672', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,4.3654 g/cm^3,Ni0.55Zn0.3Co0.15PrxFe2-xO4,Bulk,,,"{'Value': '68.05', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,,Cubic Spinel,,,10.1016/j.mtcomm.2024.108924,true,,"{'a': '8.3783', 'b': 'NA', 'c': 'NA'}",,Soft,Ferrimagnetic,4.6076 g/cm^3,Ni0.55Zn0.3Co0.15PrxFe2-xO4,Bulk,,,"{'Value': '58.45', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,,Orthorhombic,,,10.1016/j.matpr.2019.12.186,true,,"{'a': '4.457', 'b': '4.008', 'c': '14.886'}",Pn21a,Soft,Antiferromagnetic,,Bi0.80Eu0.20FeO3,Bulk,,,"{'Value': '1.181', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Pn21a,,
,,,,,"{'Value': '100.4', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.jmmm.2020.167168,true,,,Face-centered cubic,Soft,Ferrimagnetic,,MgFe2O4,Bulk,,,"{'Value': '17.3', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '147.2', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.jmmm.2020.167168,true,,,Face-centered cubic,Soft,Ferrimagnetic,,MnFe2O4,Bulk,,,"{'Value': '76.2', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '87.7', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.jmmm.2020.167168,true,,,Face-centered cubic,Soft,Ferromagnetic,,ZnFe2O4,Bulk,,,"{'Value': '12.1', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,"{'Value': '1.74-2.66', 'Units': 'kJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '66-113', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.ceramint.2020.07.294,true,,"{'a': '8.5059-8.5277', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,4.88-5.30 g/cm^3,Cd-substituted magnesium ferrite,Bulk,,"{'Value': '5.42-8.27', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '38-44', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m,,
,,,,,,Body-centered cubic,,,10.1016/j.jcis.2018.04.080,true,,,,Soft,Ferromagnetic,,Fe-Fe2O3@PZS@Ni(OH)2,Bulk,,,"{'Value': '103', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,"{'Value': '128.81', 'Units': 'Oe', 'Temperature': 'NA'}",Inverse Spinel,,,10.1016/j.hazadv.2022.100150,true,,"{'a': '8.4226', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,0.5197 g/cm^3,NF1,Bulk,,"{'Value': '27.5', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '0.31', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '126.45', 'Units': 'Oe', 'Temperature': 'NA'}",Inverse Spinel,,,10.1016/j.hazadv.2022.100150,true,,"{'a': '8.3563', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,0.5322 g/cm^3,NF2,Bulk,,"{'Value': '16.3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '0.29', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '9.4812', 'Units': 'G', 'Temperature': 'NA'}",Spinel,,,10.1016/j.jmmm.2011.10.005,true,,"{'a': '8.2368', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,,Sm-doped Li-Ni Ferrite,Bulk,,,"{'Value': '42.514', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd3m,,
,,,,,"{'Value': '1.1', 'Units': 'T', 'Temperature': 'NA'}",,,,10.1016/j.ultramic.2018.11.012,true,,,,Hard,Ferromagnetic,,Nd-Fe-B,Bulk,,,,,,
,,,,,"{'Value': '34', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.matchemphys.2015.08.010,true,,,,Soft,Superparamagnetic,,Fe3O4,Bulk,,,"{'Value': '78', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,"{'Value': '34.61', 'Units': 'erg/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '430.40', 'Units': 'Oe', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2017.09.033,true,,"{'a': '8.3919', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,4.38 g/cm^3,CoFe2O4,Bulk,,"{'Value': '36.17', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '77.20', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,"{'Value': '5.64', 'Units': 'erg/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '73.56', 'Units': 'Oe', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2017.09.033,true,,"{'a': '8.4178', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,4.44 g/cm^3,Co0.5Zn0.5Fe2O4,Bulk,,"{'Value': '9.42', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '76.70', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,"{'Value': '47.03', 'Units': 'erg/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '614.92', 'Units': 'Oe', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2017.09.033,true,,"{'a': '8.3899', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,4.89 g/cm^3,CoFe2O4,Bulk,,"{'Value': '38.56', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '73.43', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,"{'Value': '16.86', 'Units': 'erg/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '196.31', 'Units': 'Oe', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2017.09.033,true,,"{'a': '8.4158', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,4.77 g/cm^3,Co0.5Zn0.5Fe2O4,Bulk,,"{'Value': '21.57', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '82.47', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '7.1 Oe', 'Units': 'Oe', 'Temperature': 'NA'}",Orthorhombic,,,10.1016/j.jallcom.2021.158595,true,,,,Soft,Ferromagnetic,7.22 g/cm^3,Fe-Si/Fe2SiO4,Bulk,,,"{'Value': '194.4 emu/g', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,,L21 cubic austenitic,205 K,,10.1016/j.jallcom.2021.159421,true,,"{'a': '0.5809 nm', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,Co50V34Ga16,Bulk,,,"{'Value': '6', 'Units': 'emu/g', 'Temperature': '5 K'}",Fm3m,,
,,,,,,Body-centered cubic,,,10.1016/j.matdes.2023.111984,true,,,,Soft,Ferromagnetic,97.4% relative density,FeSiCr-based SMCs with CeO2 insulation layer,Bulk,,,"{'Value': '147.6', 'Units': 'emu/g', 'Temperature': '30 °C'}",,,
,,,,,,Body-centered cubic,,,10.1016/j.matdes.2023.111984,true,,,,Soft,Ferromagnetic,96.9% relative density,FeSiCr-based SMCs with CeO2·SiO2 composite insulation layer,Bulk,,,"{'Value': '153.1', 'Units': 'emu/g', 'Temperature': '30 °C'}",,,
,,,,,"{'Value': '71.07', 'Units': 'G', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2016.09.038,true,,"{'a': '8.409', 'b': 'NA', 'c': 'NA'}",Spinel,Soft,Ferromagnetic,5.310 g/cm^3,Ni0.5Zn0.5Fe2O4,Bulk,,"{'Value': '1.37', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '21.11', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m (227),,
,,,,,"{'Value': '62.90', 'Units': 'G', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2016.09.038,true,,"{'a': '8.398', 'b': 'NA', 'c': 'NA'}",Spinel,Soft,Ferromagnetic,5.332 g/cm^3,Ni0.5Zn0.5Fe2O4,Bulk,,"{'Value': '2.54', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '48.67', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m (227),,
,,,,,"{'Value': '34.22', 'Units': 'G', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2016.09.038,true,,"{'a': '8.391', 'b': 'NA', 'c': 'NA'}",Spinel,Soft,Ferromagnetic,5.344 g/cm^3,Ni0.5Zn0.5Fe2O4,Bulk,,"{'Value': '1.78', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '53.52', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m (227),,
,,,,,"{'Value': '23.09', 'Units': 'G', 'Temperature': 'NA'}",Cubic Spinel,,,10.1016/j.jmmm.2016.09.038,true,,"{'a': '8.391', 'b': 'NA', 'c': 'NA'}",Spinel,Soft,Ferromagnetic,5.345 g/cm^3,Ni0.5Zn0.5Fe2O4,Bulk,,"{'Value': '1.36', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '73.14', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd-3m (227),,
,,,,,"{'Value': '430.91', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.materresbull.2023.112242,true,,"{'a': '8.4381', 'b': '8.4381', 'c': '8.4381'}",Cubic,Soft,Superparamagnetic,,MnFe2O4,Bulk,,"{'Value': '7.12', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '15.44', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd3m,,
,,,,,"{'Value': '628.81', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.materresbull.2023.112242,true,,"{'a': '8.4373', 'b': '8.4373', 'c': '8.4373'}",Cubic,Soft,Superparamagnetic,,MnFe2O4,Bulk,,"{'Value': '13.50', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '25.39', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd3m,,
,,,,,"{'Value': '163.24', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.materresbull.2023.112242,true,,"{'a': '8.4369', 'b': '8.4369', 'c': '8.4369'}",Cubic,Soft,Superparamagnetic,,MnFe2O4,Bulk,,"{'Value': '5.72', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}","{'Value': '35.75', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd3m,,
,,,,,,Tetragonal,410-450 K,,10.1016/j.ceramint.2014.03.142,true,,,,Soft,Ferromagnetic,,Sr2FeMoO6,Bulk,,,"{'Value': '41.18', 'Units': 'emu/g', 'Temperature': 'NA'}",I4/mmm,,
,"{'Value': '275', 'Units': 'J/m^3', 'Type': 'NA', 'Temperature': 'Room Temperature'}",,,"{'Value': '<8', 'Units': 'Oe', 'Type': 'NA', 'Temperature': 'Room Temperature'}","{'Value': '7.7', 'Units': 'A/m', 'Temperature': 'Room Temperature'}",Amorphous,,,10.1016/j.jmmm.2003.12.135,true,,,,Soft,Ferromagnetic,,Fe63Ni7Zr10B20,Bulk,,,"{'Value': '0.32', 'Units': 'T', 'Temperature': 'Room Temperature'}",,,
,"{'Value': '483', 'Units': 'J/m^3', 'Type': 'NA', 'Temperature': 'Room Temperature'}",,,"{'Value': '12', 'Units': 'Oe', 'Type': 'NA', 'Temperature': 'Room Temperature'}","{'Value': '4.8', 'Units': 'A/m', 'Temperature': 'Room Temperature'}",Amorphous,,,10.1016/j.jmmm.2003.12.135,true,,,,Soft,Ferromagnetic,,Fe53Ni7Co10Zr10B20,Bulk,,,"{'Value': '0.43', 'Units': 'T', 'Temperature': 'Room Temperature'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '663', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.342', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Ferrimagnetic,5.474 g/cm^3,CuFe2O4,Bulk,,"{'Value': '9.35', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '21.45', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '157', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.373', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Ferrimagnetic,5.423 g/cm^3,Cu0.8Zn0.2Fe2O4,Bulk,,"{'Value': '12.05', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '44.16', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '186', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.386', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Superparamagnetic,5.404 g/cm^3,Cu0.6Zn0.4Fe2O4,Bulk,,"{'Value': '9.50', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '42.35', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '160', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.400', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Superparamagnetic,5.386 g/cm^3,Cu0.4Zn0.6Fe2O4,Bulk,,"{'Value': '7.80', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '23.66', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '70', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.411', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Superparamagnetic,5.374 g/cm^3,Cu0.2Zn0.8Fe2O4,Bulk,,"{'Value': '3.20', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '12.33', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '152', 'Units': 'Oe', 'Temperature': '20 K'}",Spinel,N/A N/A,,10.1016/j.jmmm.2017.07.061,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '8.435', 'b': 'N/A', 'c': 'N/A'}",Cubic,Soft,Superparamagnetic,5.335 g/cm^3,ZnFe2O4,Bulk,,"{'Value': '1.50', 'Units': 'emu/g', 'Temperature': '20 K'}","{'Value': '9.91', 'Units': 'emu/g', 'Temperature': '300 K'}",,,
,,,,,,,,,10.1016/j.jmmm.2019.165947,false,,,,Soft,Soft Ferromagnetic,,FeCoNiAlCr0.1,Bulk,,,"{'Value': '89.88', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,,,,,10.1016/j.cap.2019.05.003,true,,,,Soft,Ferromagnetic,,FeSiAl,Bulk,,,"{'Value': '117.3', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,,,,,10.1016/j.cap.2019.05.003,true,,,,Soft,Ferromagnetic,,MnZn/FeSiAl,Bulk,,,"{'Value': '112.1', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '1.6', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/S0921-4534(03)00696-8,true,,,,Soft,Ferromagnetic,4.62 g/cm^3,Magnesium-Zinc Ferrite,Bulk,,"{'Value': '4.2', 'Units': 'Gs', 'Temperature': 'NA'}","{'Value': '3010', 'Units': 'Gs', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '0.8', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/S0921-4534(03)00696-8,true,,,,Soft,Ferromagnetic,4.9 g/cm^3,Manganese-Zinc Ferrite,Bulk,,"{'Value': '2.2', 'Units': 'Gs', 'Temperature': 'NA'}","{'Value': '4960', 'Units': 'Gs', 'Temperature': 'NA'}",,,
